species,community,site,ind,plant_height,floral_height,
Luzula pediformis,Temperate,Los Cazadores,3,2,,
Luzula pediformis,Temperate,Los Cazadores,4,2.8,,
Luzula pediformis,Temperate,Los Cazadores,5,2.8,,
Luzula pediformis,Temperate,Los Cazadores,6,3,,
Luzula pediformis,Temperate,Los Cazadores,7,3.1,,
Luzula pediformis,Temperate,Los Cazadores,8,4,,
Luzula pediformis,Temperate,Los Cazadores,9,4,,
Luzula pediformis,Temperate,Los Cazadores,10,2.7,,
Minuartia recurva,Mediterranean,Solana,1,6,9.2,
Minuartia recurva,Mediterranean,Solana,2,1,4.6,
Minuartia recurva,Mediterranean,Solana,3,1.6,5.8,
Minuartia recurva,Mediterranean,Solana,4,1.4,5,
Minuartia recurva,Mediterranean,Solana,5,4.4,8.6,
Minuartia recurva,Mediterranean,Solana,6,1.4,4.6,
Minuartia recurva,Mediterranean,Solana,7,1.2,6.8,
Minuartia recurva,Mediterranean,Solana,8,2,5,
Minuartia recurva,Mediterranean,Solana,9,2.4,8,
Minuartia recurva,Mediterranean,Solana,10,2,5.6,
Minuartia recurva,Mediterranean,Ca鎙da,1,5.6,6,
Minuartia recurva,Mediterranean,Ca鎙da,2,4,6.6,
Minuartia recurva,Mediterranean,Ca鎙da,3,4.8,8.2,
Minuartia recurva,Mediterranean,Ca鎙da,4,5.6,7.6,
Minuartia recurva,Mediterranean,Ca鎙da,5,4.2,7,
Minuartia recurva,Mediterranean,Ca鎙da,6,9,11.6,
Minuartia recurva,Mediterranean,Ca鎙da,7,5.6,6.8,
Minuartia recurva,Mediterranean,Ca鎙da,8,3,7,
Minuartia recurva,Mediterranean,Ca鎙da,9,5.2,6.4,
Minuartia recurva,Mediterranean,Ca鎙da,10,5.6,7.6,
Minuartia verna,Temperate,Hoyo sin Tierra,1,4,5.5,
Minuartia verna,Temperate,Hoyo sin Tierra,2,5.5,6.5,
Minuartia verna,Temperate,Hoyo sin Tierra,3,2.8,0.8,
Minuartia verna,Temperate,Hoyo sin Tierra,4,2.2,3.5,
Minuartia verna,Temperate,Hoyo sin Tierra,5,1,4.2,
Minuartia verna,Temperate,Hoyo sin Tierra,6,1.5,3.2,
Minuartia verna,Temperate,Hoyo sin Tierra,7,1,3.4,
Minuartia verna,Temperate,Hoyo sin Tierra,8,0.8,2.6,
Minuartia verna,Temperate,Hoyo sin Tierra,9,0.8,2.4,
Minuartia verna,Temperate,Hoyo sin Tierra,10,1.4,3.8,
Minuartia verna,Temperate,Los Cazadores,1,2.5,5.9,
Minuartia verna,Temperate,Los Cazadores,2,2.5,4.8,
Minuartia verna,Temperate,Los Cazadores,3,2,4.6,
Minuartia verna,Temperate,Los Cazadores,4,3,5.5,
Minuartia verna,Temperate,Los Cazadores,5,1.2,3.8,
Minuartia verna,Temperate,Los Cazadores,6,6.2,8.4,
Minuartia verna,Temperate,Los Cazadores,7,5.5,7.2,
Minuartia verna,Temperate,Los Cazadores,8,4.6,7,
Minuartia verna,Temperate,Los Cazadores,9,3.3,5.4,
Minuartia verna,Temperate,Los Cazadores,10,2.4,4.3,
Neoschischkinia truncatula,Mediterranean,Penouta,1,6,21.2,
Neoschischkinia truncatula,Mediterranean,Penouta,2,5.4,12.2,
Neoschischkinia truncatula,Mediterranean,Penouta,3,5.2,19.2,
Neoschischkinia truncatula,Mediterranean,Penouta,4,5.4,16.2,
Neoschischkinia truncatula,Mediterranean,Penouta,5,11,19.8,
Neoschischkinia truncatula,Mediterranean,Penouta,6,5,21.2,
Neoschischkinia truncatula,Mediterranean,Penouta,7,5.4,19.2,
Neoschischkinia truncatula,Mediterranean,Penouta,8,5,16,
Neoschischkinia truncatula,Mediterranean,Penouta,9,5.8,20,
Neoschischkinia truncatula,Mediterranean,Penouta,10,5.2,21.4,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,1,3.8,12.2,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,2,5.8,11.2,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,3,3.8,17.6,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,4,6.6,10.2,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,5,10,14.6,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,6,18,13.6,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,7,5.2,18.2,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,8,7.6,13.8,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,9,5.2,14.8,
Neoschischkinia truncatula,Mediterranean,Ca鎙da,10,7.8,14.8,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,1,0.4,4.2,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,2,0.6,3,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,3,3,4.5,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,4,5,8.9,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,5,5,9.4,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,6,4.1,9.6,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,7,1.2,4.3,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,8,2.4,9.2,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,9,6,9.4,
Oxytropis neglecta,Temperate,Hoyo sin Tierra,10,3,9,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,1,5.5,8,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,2,5,6.6,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,3,2.1,5.4,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,4,3.6,7.2,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,5,4,6.2,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,6,2.8,4.5,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,7,3,6.2,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,8,1.2,4.5,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,9,4,5.5,
Pedicularis pyrenaica,Temperate,Hoyo sin Tierra,10,3.9,6,
Pedicularis pyrenaica,Temperate,Los Cazadores,1,2.4,5.8,
Pedicularis pyrenaica,Temperate,Los Cazadores,2,3.8,6.8,
Pedicularis pyrenaica,Temperate,Los Cazadores,3,3,6.8,
Pedicularis pyrenaica,Temperate,Los Cazadores,4,3,4.8,
Pedicularis pyrenaica,Temperate,Los Cazadores,5,4,6.4,
Pedicularis pyrenaica,Temperate,Los Cazadores,6,3,5.6,
Pedicularis pyrenaica,Temperate,Los Cazadores,7,2.4,4.4,
Pedicularis pyrenaica,Temperate,Los Cazadores,8,4.2,7.2,
Pedicularis pyrenaica,Temperate,Los Cazadores,9,4,5.4,
Pedicularis pyrenaica,Temperate,Los Cazadores,10,6,8.8,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,1,10.4,14,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,2,7.8,13.8,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,3,5.6,12.8,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,4,4.4,9.8,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,5,7.2,14.4,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,6,5.2,14.6,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,7,5.2,13.6,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,8,8,13.6,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,9,5.6,10.4,
Phalacrocarpum oppositifolium,Mediterranean,Penouta,10,5.4,10.2,
Phalacrocarpum oppositifolium,Mediterranean,Solana,1,9.8,12.6,
Phalacrocarpum oppositifolium,Mediterranean,Solana,2,6,14.4,
Phalacrocarpum oppositifolium,Mediterranean,Solana,3,6.4,15.6,
Phalacrocarpum oppositifolium,Mediterranean,Solana,4,5.4,12.6,
Phalacrocarpum oppositifolium,Mediterranean,Solana,5,4.8,11,
Phalacrocarpum oppositifolium,Mediterranean,Solana,6,6,12.4,
Phalacrocarpum oppositifolium,Mediterranean,Solana,7,5.4,8.2,
Phalacrocarpum oppositifolium,Mediterranean,Solana,8,4.8,7.8,
Phalacrocarpum oppositifolium,Mediterranean,Solana,9,6.2,9.8,
Phalacrocarpum oppositifolium,Mediterranean,Solana,10,5,9.4,
Phyteuma hemisphaericum,Mediterranean,Penouta,1,12.2,16.5,
Phyteuma hemisphaericum,Mediterranean,Penouta,2,15,18.2,
Phyteuma hemisphaericum,Mediterranean,Penouta,3,9.4,11.2,
Phyteuma hemisphaericum,Mediterranean,Penouta,4,2.8,11.4,
Phyteuma hemisphaericum,Mediterranean,Penouta,5,12.8,17.6,
Phyteuma hemisphaericum,Mediterranean,Penouta,6,10.4,15.8,
Phyteuma hemisphaericum,Mediterranean,Penouta,7,902,15.4,
Phyteuma hemisphaericum,Mediterranean,Penouta,8,10.2,16.4,
Phyteuma hemisphaericum,Mediterranean,Penouta,9,11.6,15.8,
Phyteuma hemisphaericum,Mediterranean,Penouta,10,10.8,15.8,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,1,7,12,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,2,2,7.5,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,3,9,12,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,4,5,10,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,5,3.4,8.4,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,6,5.2,6,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,7,7.2,15.6,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,8,5.8,8,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,9,6,9.8,
Phyteuma hemisphaericum,Mediterranean,Ca鎙da,10,4,13.4,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,1,6.8,12.1,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,2,11,13.6,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,3,8.6,11.6,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,4,9.5,16.6,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,5,14.1,16.6,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,6,16.6,19.8,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,7,7.7,15.3,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,8,7.4,19.6,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,9,12.4,20,
Phyteuma orbiculare,Temperate,Hoyo sin Tierra,10,15,20.4,
Phyteuma orbiculare,Temperate,Los Cazadores,1,6,10.2,
Phyteuma orbiculare,Temperate,Los Cazadores,2,3.9,5,
Phyteuma orbiculare,Temperate,Los Cazadores,3,5.8,12.2,
Phyteuma orbiculare,Temperate,Los Cazadores,4,6,9.4,
Phyteuma orbiculare,Temperate,Los Cazadores,5,5,15,
Phyteuma orbiculare,Temperate,Los Cazadores,6,4.4,10.8,
Phyteuma orbiculare,Temperate,Los Cazadores,7,9,11.2,
Phyteuma orbiculare,Temperate,Los Cazadores,8,5.9,9,
Phyteuma orbiculare,Temperate,Los Cazadores,9,7.4,13.5,
Phyteuma orbiculare,Temperate,Los Cazadores,10,4.4,9,
Plantago alpina,Temperate,Hoyo sin Tierra,1,1.1,7.5,
Plantago alpina,Temperate,Hoyo sin Tierra,2,3,9.5,
Plantago alpina,Temperate,Hoyo sin Tierra,3,1.5,8.3,
Plantago alpina,Temperate,Hoyo sin Tierra,4,2.5,8.1,
Plantago alpina,Temperate,Hoyo sin Tierra,5,2.3,7.8,
Plantago alpina,Temperate,Hoyo sin Tierra,6,1.5,5.5,
Plantago alpina,Temperate,Hoyo sin Tierra,7,2.3,9.1,
Plantago alpina,Temperate,Hoyo sin Tierra,8,1.9,8.9,
Plantago alpina,Temperate,Hoyo sin Tierra,9,0.6,4.1,
Plantago alpina,Temperate,Hoyo sin Tierra,10,1.2,5.6,
Plantago alpina,Temperate,Los Cazadores,1,3,5.5,
Plantago alpina,Temperate,Los Cazadores,2,2,7.2,
Plantago alpina,Temperate,Los Cazadores,3,1.5,4.8,
Plantago alpina,Temperate,Los Cazadores,4,2,6.5,
Plantago alpina,Temperate,Los Cazadores,5,1,3.4,
Plantago alpina,Temperate,Los Cazadores,6,3,14,
Plantago alpina,Temperate,Los Cazadores,7,0.8,4.2,
Plantago alpina,Temperate,Los Cazadores,8,1,3.7,
Plantago alpina,Temperate,Los Cazadores,9,2,5.8,
Plantago alpina,Temperate,Los Cazadores,10,2,7.8,
Plantago holosteum,Mediterranean,Rabinalto,1,10.2,13.2,
Plantago holosteum,Mediterranean,Rabinalto,2,9.8,16,
Plantago holosteum,Mediterranean,Rabinalto,3,3.6,9.2,
Plantago holosteum,Mediterranean,Rabinalto,4,10.2,27.2,
Plantago holosteum,Mediterranean,Rabinalto,5,6,8.2,
Plantago holosteum,Mediterranean,Rabinalto,6,7.21,16.4,
Plantago holosteum,Mediterranean,Rabinalto,7,8,14.2,
Plantago holosteum,Mediterranean,Rabinalto,8,4.2,9.8,
Plantago holosteum,Mediterranean,Rabinalto,9,8.2,13.2,
Plantago holosteum,Mediterranean,Rabinalto,10,7.2,10.4,
Plantago holosteum,Mediterranean,Solana,1,5.6,13.4,
Plantago holosteum,Mediterranean,Solana,2,5.8,15.2,
Plantago holosteum,Mediterranean,Solana,3,3.2,9.2,
Plantago holosteum,Mediterranean,Solana,4,4.8,13.9,
Plantago holosteum,Mediterranean,Solana,5,3.2,13.9,
Plantago holosteum,Mediterranean,Solana,6,4.9,15,
Plantago holosteum,Mediterranean,Solana,7,9.4,15,
Plantago holosteum,Mediterranean,Solana,8,9.6,3.8,
Plantago holosteum,Mediterranean,Solana,9,3.2,9.8,
Plantago holosteum,Mediterranean,Solana,10,5.8,14.8,
Poa alpina,Temperate,Hoyo sin Tierra,1,0.5,9.4,
Poa alpina,Temperate,Hoyo sin Tierra,2,3,10.4,
Poa alpina,Temperate,Hoyo sin Tierra,3,1.5,9.6,
Poa alpina,Temperate,Hoyo sin Tierra,4,6.8,20.5,
Poa alpina,Temperate,Hoyo sin Tierra,5,2.5,29,
Poa alpina,Temperate,Hoyo sin Tierra,6,2,8,
Poa alpina,Temperate,Hoyo sin Tierra,7,1.8,6.1,
Poa alpina,Temperate,Hoyo sin Tierra,8,1.6,5.7,
Poa alpina,Temperate,Hoyo sin Tierra,9,1.5,7,
Poa alpina,Temperate,Hoyo sin Tierra,10,1.5,12.3,
Poa alpina,Temperate,Urriellu,1,6.1,15.4,
Poa alpina,Temperate,Urriellu,2,2.5,15,
Poa alpina,Temperate,Urriellu,3,4.5,17,
Poa alpina,Temperate,Urriellu,4,7,29.8,
Poa alpina,Temperate,Urriellu,5,1.8,12.3,
Poa alpina,Temperate,Urriellu,6,2.6,15,
Poa alpina,Temperate,Urriellu,7,4.6,23.8,
Poa alpina,Temperate,Urriellu,8,2.1,20.2,
Poa alpina,Temperate,Urriellu,9,3.6,17,
Poa alpina,Temperate,Urriellu,10,4.6,20.1,
Potentilla crantzii,Temperate,Hoyo sin Tierra,1,1.2,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,2,0.5,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,3,1.4,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,4,2.2,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,5,1.8,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,6,3.2,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,7,2.8,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,8,3.4,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,9,2.6,,
Potentilla crantzii,Temperate,Hoyo sin Tierra,10,2.6,,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,1,1.8,7,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,2,2.6,6.5,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,3,1,3.5,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,4,4,8.5,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,5,3,7,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,6,6.9,9.5,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,7,5.5,13.5,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,8,3,9.2,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,9,4.4,10.1,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,10,5,9.8,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,1,1.8,4.4,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,2,0.6,4.2,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,3,0.4,3.4,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,4,0.2,2.4,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,5,3.6,5.8,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,6,1.2,4.6,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,7,2.8,5.8,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,8,1.8,2.8,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,9,3.8,6.4,
Ranunculus carinthiacus,Temperate,Hoyo sin Tierra,10,0.6,4.4,
Ranunculus parnassiifolius,Temperate,Los Cazadores,1,4.8,9,
Ranunculus parnassiifolius,Temperate,Los Cazadores,2,3.5,5.4,
Ranunculus parnassiifolius,Temperate,Los Cazadores,3,3.8,6.2,
Ranunculus parnassiifolius,Temperate,Los Cazadores,4,1.2,3.8,
Ranunculus parnassiifolius,Temperate,Los Cazadores,5,4.5,6.5,
Ranunculus parnassiifolius,Temperate,Los Cazadores,6,2.8,3.2,
Ranunculus parnassiifolius,Temperate,Los Cazadores,7,3,6.4,
Ranunculus parnassiifolius,Temperate,Los Cazadores,8,3,6.4,
Ranunculus parnassiifolius,Temperate,Los Cazadores,9,4,7,
Ranunculus parnassiifolius,Temperate,Los Cazadores,10,5,7.8,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,1,3.2,6.5,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,2,2.4,2.4,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,3,1,2.5,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,4,1.1,3,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,5,0.4,4,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,6,1.5,2.4,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,7,1,2.9,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,8,2.5,4.6,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,9,1.5,2.1,
Ranunculus parnassiifolius,Temperate,Hou sin Tierri,10,0.1,0.6,
Salix breviserrata,Temperate,Horcados Rojos,1,2.4,,
Salix breviserrata,Temperate,Horcados Rojos,2,2.6,,
Salix breviserrata,Temperate,Horcados Rojos,3,4,,
Salix breviserrata,Temperate,Horcados Rojos,4,4,,
Salix breviserrata,Temperate,Horcados Rojos,5,5.4,,
Salix breviserrata,Temperate,Horcados Rojos,6,2.6,,
Salix breviserrata,Temperate,Horcados Rojos,7,3.2,,
Salix breviserrata,Temperate,Horcados Rojos,8,2.6,,
Salix breviserrata,Temperate,Horcados Rojos,9,1.8,,
Salix breviserrata,Temperate,Horcados Rojos,10,1.8,3,
Salix breviserrata,Temperate,Los Boches,1,1.2,2.6,
Salix breviserrata,Temperate,Los Boches,2,2.2,2.6,
Salix breviserrata,Temperate,Los Boches,3,2.5,3.4,
Salix breviserrata,Temperate,Los Boches,4,3,3.5,
Salix breviserrata,Temperate,Los Boches,5,4,3,
Salix breviserrata,Temperate,Los Boches,6,1.2,3.4,
Salix breviserrata,Temperate,Los Boches,7,1.6,4,
Salix breviserrata,Temperate,Los Boches,8,1.3,2.5,
Salix breviserrata,Temperate,Los Boches,9,2.5,3.6,
Salix breviserrata,Temperate,Los Boches,10,2.2,2.6,
Saxifraga conifera,Temperate,Hoyo sin Tierra,1,1,6.2,
Saxifraga conifera,Temperate,Hoyo sin Tierra,2,1,6.5,
Saxifraga conifera,Temperate,Hoyo sin Tierra,3,1,8.3,
Saxifraga conifera,Temperate,Hoyo sin Tierra,4,0.9,8.5,
Saxifraga conifera,Temperate,Hoyo sin Tierra,5,1.1,7.2,
Saxifraga conifera,Temperate,Hoyo sin Tierra,6,2,8.8,
Saxifraga conifera,Temperate,Hoyo sin Tierra,7,1.5,7.6,
Saxifraga conifera,Temperate,Hoyo sin Tierra,8,1,9.9,
Saxifraga conifera,Temperate,Hoyo sin Tierra,9,0.6,7.2,
Saxifraga conifera,Temperate,Hoyo sin Tierra,10,1.2,9.8,
Saxifraga conifera,Temperate,Los Cazadores,1,1.2,7.2,
Saxifraga conifera,Temperate,Los Cazadores,2,0.8,8,
Saxifraga conifera,Temperate,Los Cazadores,3,0.8,6,
Saxifraga conifera,Temperate,Los Cazadores,4,1.4,7,
Saxifraga conifera,Temperate,Los Cazadores,5,0.8,7.5,
Saxifraga conifera,Temperate,Los Cazadores,6,1,6.8,
Saxifraga conifera,Temperate,Los Cazadores,7,2.4,7.2,
Saxifraga conifera,Temperate,Los Cazadores,8,1.2,6,
Saxifraga conifera,Temperate,Los Cazadores,9,0.8,6.2,
Saxifraga conifera,Temperate,Los Cazadores,10,1.4,7.8,
Saxifraga oppositifolia,Temperate,Horcados Rojos,1,2,3.4,
Saxifraga oppositifolia,Temperate,Horcados Rojos,2,1,2.6,
Saxifraga oppositifolia,Temperate,Horcados Rojos,3,0.8,2,
Saxifraga oppositifolia,Temperate,Horcados Rojos,4,1,1.4,
Saxifraga oppositifolia,Temperate,Horcados Rojos,5,1.2,1.4,
Saxifraga oppositifolia,Temperate,Horcados Rojos,6,1,3,
Saxifraga oppositifolia,Temperate,Horcados Rojos,7,1.2,1.4,
Saxifraga oppositifolia,Temperate,Horcados Rojos,8,1.8,2.2,
Saxifraga oppositifolia,Temperate,Horcados Rojos,9,1,2.4,
Saxifraga oppositifolia,Temperate,Horcados Rojos,10,0.8,1.6,
Saxifraga oppositifolia,Temperate,Boches,1,1.2,2.2,
Saxifraga oppositifolia,Temperate,Boches,2,1,2.8,
Saxifraga oppositifolia,Temperate,Boches,3,0.8,2.2,
Saxifraga oppositifolia,Temperate,Boches,4,0.9,2.6,
Saxifraga oppositifolia,Temperate,Boches,5,1.5,1.9,
Saxifraga oppositifolia,Temperate,Boches,6,1.7,3.1,
Saxifraga oppositifolia,Temperate,Boches,7,1,2.3,
Saxifraga oppositifolia,Temperate,Boches,8,0.8,3,
Saxifraga oppositifolia,Temperate,Boches,9,1.3,2.8,
Saxifraga oppositifolia,Temperate,Boches,10,0.9,1.7,
Saxifraga paniculata,Temperate,Hoyo sin Tierra,1,2.8,18.5,
Saxifraga paniculata,Temperate,Hoyo sin Tierra,2,9,9.6,
Saxifraga paniculata,Temperate,Hoyo sin Tierra,3,2.4,12.2,
