species,code,treatment,temp,petri,sow_date,initial_pre,cold_strat,D7,D14,D21,D28,D35,D42,empty,fungus
Koeleria vallesiana,300821-02,D_constant_light,17,2,11/04/2023,24,17,2,2,0,0,0,0,1,1
Koeleria vallesiana,300821-02,D_constant_light,17,3,11/04/2023,25,10,9,2,0,0,0,0,1,0
Koeleria vallesiana,300821-02,D_constant_light,17,4,11/04/2023,24,14,8,2,,,,,0,0
Linaria alpina,190822-01,A_alternate_light,22_12,1,21/04/2023,25,0,0,1,1,1,0,0,1,2
Linaria alpina,190822-01,A_alternate_light,22_12,2,21/04/2023,25,0,0,1,1,0,1,0,3,1
Linaria alpina,190822-01,A_alternate_light,22_12,3,21/04/2023,25,0,0,0,1,0,0,0,2,1
Linaria alpina,190822-01,B_alternate_dark,22_12,1,21/04/2023,25,,,,,,,0,0,1
Linaria alpina,190822-01,B_alternate_dark,22_12,2,21/04/2023,25,,,,,,,0,0,0
Linaria alpina,190822-01,B_alternate_dark,22_12,3,21/04/2023,25,,,,,,,0,0,4
Linaria alpina,190822-01,C_alternate_WP,22_12,1,21/04/2023,25,0,0,0,0,0,0,0,1,0
Linaria alpina,190822-01,C_alternate_WP,22_12,2,21/04/2023,25,0,0,0,0,0,0,0,0,0
Linaria alpina,190822-01,C_alternate_WP,22_12,3,21/04/2023,25,0,0,0,0,0,0,0,0,2
Linaria alpina,190822-01,D_constant_light,17,1,21/04/2023,25,0,0,0,0,0,0,0,2,1
Linaria alpina,190822-01,D_constant_light,17,2,21/04/2023,25,0,0,0,0,0,0,0,2,3
Linaria alpina,190822-01,D_constant_light,17,3,21/04/2023,25,0,0,0,0,0,0,0,3,1
Luzula caespitosa,040822-04,A_alternate_light,15_5,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,2,11/04/2023,25,24,1,,,,,,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,3,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,4,11/04/2023,25,25,,,,,,,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,21,0,2
Luzula caespitosa,040822-04,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,24,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,23,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,23,0,0
Luzula caespitosa,040822-04,C_alternate_WP,15_5,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,C_alternate_WP,15_5,2,11/04/2023,25,24,0,0,0,0,0,0,0,1
Luzula caespitosa,040822-04,C_alternate_WP,15_5,3,11/04/2023,25,22,0,0,0,0,0,0,0,2
Luzula caespitosa,040822-04,C_alternate_WP,15_5,4,11/04/2023,25,25,,,,,,,0,0
Luzula caespitosa,040822-04,D_constant_light,10,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,D_constant_light,10,2,11/04/2023,25,21,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,D_constant_light,10,3,11/04/2023,25,21,0,0,0,0,0,0,0,1
Luzula caespitosa,040822-04,D_constant_light,10,4,11/04/2023,25,23,0,0,0,0,0,0,0,1
Minuartia sp,310821-10,A_alternate_light,15_5,1,11/04/2023,25,0,0,0,1,0,0,0,0,1
Minuartia sp,310821-10,A_alternate_light,15_5,2,11/04/2023,25,0,0,1,0,1,0,0,2,0
Minuartia sp,310821-10,A_alternate_light,15_5,3,11/04/2023,25,1,0,0,0,1,2,0,0,0
Minuartia sp,310821-10,A_alternate_light,15_5,4,11/04/2023,25,1,0,1,1,1,1,0,0,0
Minuartia sp,310821-10,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,6,1,1
Minuartia sp,310821-10,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,2,1,0
Minuartia sp,310821-10,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,1,0,1
Minuartia sp,310821-10,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,3,0,0
Minuartia sp,310821-10,C_alternate_WP,15_5,1,11/04/2023,24,0,0,0,0,0,0,0,0,0
Minuartia sp,310821-10,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,2,2
Minuartia sp,310821-10,C_alternate_WP,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,5,0
Minuartia sp,310821-10,C_alternate_WP,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,5,0
Minuartia sp,310821-10,D_constant_light,10,1,11/04/2023,25,1,0,2,0,0,0,0,2,2
Minuartia sp,310821-10,D_constant_light,10,2,11/04/2023,25,2,0,2,1,0,1,0,3,0
Minuartia sp,310821-10,D_constant_light,10,3,11/04/2023,24,0,1,3,0,0,0,0,4,3
Minuartia sp,310821-10,D_constant_light,10,4,11/04/2023,25,1,0,0,1,0,0,0,2,0
Minuartia recurva,110821-07,A_alternate_light,22_12,1,13/04/2023,25,0,14,0,0,0,0,0,3,0
Minuartia recurva,110821-07,A_alternate_light,22_12,2,13/04/2023,25,1,11,0,1,0,0,0,0,0
Minuartia recurva,110821-07,A_alternate_light,22_12,3,13/04/2023,25,0,14,0,0,0,0,0,1,3
Minuartia recurva,110821-07,A_alternate_light,22_12,4,13/04/2023,25,0,9,1,0,0,0,0,4,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,19,1,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,14,1,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,13,0,4
Minuartia recurva,110821-07,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,16,1,0
Minuartia recurva,110821-07,C_alternate_WP,22_12,1,13/04/2023,25,3,1,2,0,0,1,0,10,1
Minuartia recurva,110821-07,C_alternate_WP,22_12,2,13/04/2023,25,1,2,0,0,0,0,0,6,0
Minuartia recurva,110821-07,C_alternate_WP,22_12,3,13/04/2023,25,0,2,0,0,0,0,0,3,1
Minuartia recurva,110821-07,C_alternate_WP,22_12,4,13/04/2023,25,1,1,0,0,0,0,0,5,1
Minuartia recurva,110821-07,D_constant_light,17,1,13/04/2023,25,0,17,0,0,0,0,0,3,0
Minuartia recurva,110821-07,D_constant_light,17,2,13/04/2023,25,1,13,0,0,0,0,0,2,1
Minuartia recurva,110821-07,D_constant_light,17,3,13/04/2023,25,1,12,0,0,0,0,0,5,0
Minuartia recurva,110821-07,D_constant_light,17,4,13/04/2023,25,0,18,0,0,0,0,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,1,11/04/2023,25,0,0,1,0,0,1,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,2,11/04/2023,25,0,0,0,1,1,1,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,3,11/04/2023,25,0,0,0,2,0,1,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,3,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,D_constant_light,10,1,11/04/2023,25,0,0,0,1,1,0,0,0,0
Minuartia verna,300821-06,D_constant_light,10,2,11/04/2023,25,0,1,1,1,0,2,1,0,0
Minuartia verna,300821-06,D_constant_light,10,3,11/04/2023,25,0,0,0,2,1,1,0,0,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,1,13/04/2023,25,0,0,0,0,0,0,3,1,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,2,13/04/2023,24,0,0,0,0,0,1,3,0,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,3,13/04/2023,25,2,0,0,0,2,1,1,1,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,4,13/04/2023,25,1,0,0,0,1,0,1,1,1
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,0,2,3
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,1,0,3
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,2,0,0
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,2,0,0
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,1,13/04/2023,25,2,0,0,0,0,0,0,1,1
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,2,13/04/2023,25,2,0,0,0,0,0,0,1,2
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,3,13/04/2023,25,1,1,0,0,0,0,0,1,1
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,4,13/04/2023,25,2,0,0,0,0,0,0,0,4
Neoschischkinia truncatula,240821-07,D_constant_light,17,1,13/04/2023,25,0,0,0,0,0,2,0,2,1
Neoschischkinia truncatula,240821-07,D_constant_light,17,2,13/04/2023,25,4,0,0,0,1,1,0,1,0
Neoschischkinia truncatula,240821-07,D_constant_light,17,3,13/04/2023,25,2,0,0,0,0,0,0,4,1
Neoschischkinia truncatula,240821-07,D_constant_light,17,4,13/04/2023,25,2,0,0,0,0,0,0,0,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,1,21/04/2023,25,2,0,3,5,0,0,0,2,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,2,21/04/2023,25,1,0,4,6,1,0,0,0,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,3,21/04/2023,25,0,0,5,3,3,0,0,0,0
Pedicularis pyrenaica,300822-02,B_alternate_dark,15_5,1,21/04/2023,25,,,,,,,3,0,1
Pedicularis pyrenaica,300822-02,B_alternate_dark,15_5,2,21/04/2023,25,,,,,,,5,0,0
Pedicularis pyrenaica,300822-02,B_alternate_dark,15_5,3,21/04/2023,25,,,,,,,3,0,1
Pedicularis pyrenaica,300822-02,C_alternate_WP,15_5,1,21/04/2023,25,0,0,0,2,0,0,0,0,0
Pedicularis pyrenaica,300822-02,C_alternate_WP,15_5,2,21/04/2023,25,0,0,0,2,3,1,0,0,2
Pedicularis pyrenaica,300822-02,C_alternate_WP,15_5,3,21/04/2023,25,1,0,0,0,1,1,1,0,1
Pedicularis pyrenaica,300822-02,D_constant_light,10,1,21/04/2023,25,1,0,2,1,0,0,0,0,0
Pedicularis pyrenaica,300822-02,D_constant_light,10,2,21/04/2023,25,0,0,0,0,0,0,0,0,2
Pedicularis pyrenaica,300822-02,D_constant_light,10,3,21/04/2023,25,1,0,1,0,0,0,0,0,0
Phalacrocarpum oppositifolium,040822-05,A_alternate_light,22_12,1,11/04/2023,25,18,0,0,0,0,0,0,5,2
Phalacrocarpum oppositifolium,040822-05,A_alternate_light,22_12,2,11/04/2023,25,22,0,0,0,0,0,0,0,2
Phalacrocarpum oppositifolium,040822-05,A_alternate_light,22_12,3,11/04/2023,25,22,0,0,0,0,0,0,0,3
Phalacrocarpum oppositifolium,040822-05,B_alternate_dark,22_12,1,11/04/2023,25,,,,,,,18,3,2
Phalacrocarpum oppositifolium,040822-05,B_alternate_dark,22_12,2,11/04/2023,25,,,,,,,22,0,3
Phalacrocarpum oppositifolium,040822-05,B_alternate_dark,22_12,3,11/04/2023,25,,,,,,,14,4,6
Phalacrocarpum oppositifolium,040822-05,C_alternate_WP,22_12,1,11/04/2023,25,24,0,0,0,0,0,0,0,1
Phalacrocarpum oppositifolium,040822-05,C_alternate_WP,22_12,2,11/04/2023,25,24,0,0,0,0,0,0,1,0
Phalacrocarpum oppositifolium,040822-05,C_alternate_WP,22_12,3,11/04/2023,25,21,0,0,0,0,0,0,0,2
Phalacrocarpum oppositifolium,040822-05,D_constant_light,17,1,11/04/2023,25,23,0,0,0,0,0,0,1,1
Phalacrocarpum oppositifolium,040822-05,D_constant_light,17,2,11/04/2023,25,24,0,0,0,0,0,0,0,0
Phalacrocarpum oppositifolium,040822-05,D_constant_light,17,3,11/04/2023,25,24,0,0,0,0,0,0,1,0
Phyteuma hemisphaericum,040822-09,A_alternate_light,15_5,1,11/04/2023,25,1,7,6,0,0,1,0,0,0
Phyteuma hemisphaericum,040822-09,A_alternate_light,15_5,2,11/04/2023,25,0,4,4,0,0,1,0,0,0
Phyteuma hemisphaericum,040822-09,A_alternate_light,15_5,3,11/04/2023,25,0,10,3,0,0,0,0,1,0
Phyteuma hemisphaericum,040822-09,A_alternate_light,15_5,4,11/04/2023,25,0,6,5,1,0,1,0,1,1
Phyteuma hemisphaericum,040822-09,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,13,0,0
Phyteuma hemisphaericum,040822-09,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,11,0,1
Phyteuma hemisphaericum,040822-09,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,15,2,1
Phyteuma hemisphaericum,040822-09,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,11,1,1
Phyteuma hemisphaericum,040822-09,C_alternate_WP,15_5,1,11/04/2023,25,0,0,0,1,2,0,0,0,1
Phyteuma hemisphaericum,040822-09,C_alternate_WP,15_5,2,11/04/2023,25,0,0,3,1,0,0,0,2,1
Phyteuma hemisphaericum,040822-09,C_alternate_WP,15_5,3,11/04/2023,25,0,0,3,0,0,0,0,2,0
Phyteuma hemisphaericum,040822-09,C_alternate_WP,15_5,4,11/04/2023,25,0,0,0,2,0,0,0,1,3
Phyteuma hemisphaericum,040822-09,D_constant_light,10,1,11/04/2023,25,0,2,10,0,0,0,0,1,0
Phyteuma hemisphaericum,040822-09,D_constant_light,10,2,11/04/2023,25,0,2,9,0,0,1,0,1,1
Phyteuma hemisphaericum,040822-09,D_constant_light,10,3,11/04/2023,25,0,4,11,0,0,0,0,1,1
Phyteuma hemisphaericum,040822-09,D_constant_light,10,4,11/04/2023,25,0,2,10,0,0,0,0,2,0
Plantago alpina,190822-07,A_alternate_light,15_5,1,12/04/2023,25,1,23,0,0,0,0,0,0,1
Plantago alpina,190822-07,A_alternate_light,15_5,2,12/04/2023,22,1,19,1,0,0,0,0,0,0
Plantago alpina,190822-07,A_alternate_light,15_5,3,12/04/2023,25,1,21,0,0,0,0,0,0,1
Plantago alpina,190822-07,A_alternate_light,15_5,4,12/04/2023,25,1,23,1,,,,,0,0
Plantago alpina,190822-07,B_alternate_dark,15_5,1,12/04/2023,25,,,,,,,20,4,1
Plantago alpina,190822-07,B_alternate_dark,15_5,2,12/04/2023,25,,,,,,,23,2,0
Plantago alpina,190822-07,B_alternate_dark,15_5,3,12/04/2023,25,,,,,,,24,0,1
Plantago alpina,190822-07,B_alternate_dark,15_5,4,12/04/2023,25,,,,,,,24,0,1
Plantago alpina,190822-07,C_alternate_WP,15_5,1,12/04/2023,25,0,20,2,0,1,0,0,2,0
Plantago alpina,190822-07,C_alternate_WP,15_5,2,12/04/2023,23,2,17,1,1,0,0,0,1,0
Plantago alpina,190822-07,C_alternate_WP,15_5,3,12/04/2023,25,0,22,0,0,0,0,0,1,0
Plantago alpina,190822-07,C_alternate_WP,15_5,4,12/04/2023,25,0,19,1,0,1,0,0,0,1
Plantago alpina,190822-07,D_constant_light,10,1,12/04/2023,24,2,18,0,0,0,0,0,1,2
Plantago alpina,190822-07,D_constant_light,10,2,12/04/2023,24,2,15,0,0,0,0,0,3,3
Plantago alpina,190822-07,D_constant_light,10,3,12/04/2023,23,1,16,0,0,0,0,0,1,4
Plantago alpina,190822-07,D_constant_light,10,4,12/04/2023,25,2,23,,,,,,0,0
Plantago holosteum,090822-02,A_alternate_light,22_12,1,13/04/2023,25,4,20,0,0,0,0,0,0,0
Plantago holosteum,090822-02,A_alternate_light,22_12,2,13/04/2023,25,2,22,0,0,0,0,0,0,0
Plantago holosteum,090822-02,A_alternate_light,22_12,3,13/04/2023,25,3,22,,,,,,0,0
Plantago holosteum,090822-02,A_alternate_light,22_12,4,13/04/2023,25,5,18,0,0,0,0,0,0,1
Plantago holosteum,090822-02,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,25,0,0
Plantago holosteum,090822-02,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,25,0,0
Plantago holosteum,090822-02,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,25,0,0
Plantago holosteum,090822-02,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,24,0,0
Plantago holosteum,090822-02,C_alternate_WP,22_12,1,13/04/2023,25,2,19,0,0,0,0,0,0,2
Plantago holosteum,090822-02,C_alternate_WP,22_12,2,13/04/2023,25,0,24,0,0,0,0,0,0,0
Plantago holosteum,090822-02,C_alternate_WP,22_12,3,13/04/2023,25,0,25,,,,,,0,0
Plantago holosteum,090822-02,C_alternate_WP,22_12,4,13/04/2023,25,5,19,0,0,0,0,0,0,0
Plantago holosteum,090822-02,D_constant_light,17,1,13/04/2023,24,3,20,0,0,0,0,0,0,1
Plantago holosteum,090822-02,D_constant_light,17,2,13/04/2023,25,1,22,0,0,0,0,0,0,1
Plantago holosteum,090822-02,D_constant_light,17,3,13/04/2023,25,5,19,0,0,0,0,0,0,1
Plantago holosteum,090822-02,D_constant_light,17,4,13/04/2023,25,1,24,,,,,,0,0
Salix breviserrata,140722-01,A_alternate_light,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,3,4
Salix breviserrata,140722-01,A_alternate_light,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,4,8
Salix breviserrata,140722-01,A_alternate_light,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,0,14
Salix breviserrata,140722-01,A_alternate_light,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,5,3
Salix breviserrata,140722-01,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,0,2,0
Salix breviserrata,140722-01,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,0,0,20
Salix breviserrata,140722-01,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,0,2,15
Salix breviserrata,140722-01,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,0,2,20
Salix breviserrata,140722-01,C_alternate_WP,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,0,21
Salix breviserrata,140722-01,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,0,25
Salix breviserrata,140722-01,C_alternate_WP,15_5,3,11/04/2023,24,0,0,0,0,0,0,0,0,20
Salix breviserrata,140722-01,C_alternate_WP,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,0,23
Salix breviserrata,140722-01,D_constant_light,10,1,11/04/2023,25,0,0,0,0,0,0,0,0,17
Salix breviserrata,140722-01,D_constant_light,10,2,11/04/2023,25,0,0,0,0,0,0,0,1,5
Salix breviserrata,140722-01,D_constant_light,10,3,11/04/2023,25,0,0,0,0,0,0,0,0,9
Salix breviserrata,140722-01,D_constant_light,10,4,11/04/2023,25,0,0,0,0,0,0,0,0,20
Saxifraga conifera,120722-01,A_alternate_light,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,8,1
Saxifraga conifera,120722-01,A_alternate_light,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,7,0
Saxifraga conifera,120722-01,A_alternate_light,22_12,3,12/04/2023,25,0,0,0,0,0,0,1,6,4
Saxifraga conifera,120722-01,A_alternate_light,22_12,4,12/04/2023,25,0,0,0,1,3,0,0,4,1
Saxifraga conifera,120722-01,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,0,4,0
Saxifraga conifera,120722-01,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,0,5,0
Saxifraga conifera,120722-01,B_alternate_dark,22_12,3,12/04/2023,25,,,,,,,1,5,0
Saxifraga conifera,120722-01,B_alternate_dark,22_12,4,12/04/2023,25,,,,,,,0,6,0
Saxifraga conifera,120722-01,C_alternate_WP,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,5,3
Saxifraga conifera,120722-01,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,5,5
Saxifraga conifera,120722-01,C_alternate_WP,22_12,3,12/04/2023,24,0,0,0,0,0,0,0,3,2
Saxifraga conifera,120722-01,C_alternate_WP,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,4,5
Saxifraga conifera,120722-01,D_constant_light,17,1,12/04/2023,25,0,0,0,0,0,0,0,6,0
Saxifraga conifera,120722-01,D_constant_light,17,2,12/04/2023,25,0,0,0,0,0,4,2,3,0
Saxifraga conifera,120722-01,D_constant_light,17,3,12/04/2023,25,0,0,0,0,4,4,2,2,0
Saxifraga conifera,120722-01,D_constant_light,17,4,12/04/2023,25,0,0,0,0,0,3,3,3,0
Saxifraga oppositifolia,190822-05,A_alternate_light,22_12,1,12/04/2023,25,0,0,3,1,0,0,0,4,1
Saxifraga oppositifolia,190822-05,A_alternate_light,22_12,2,12/04/2023,25,0,0,5,0,0,0,0,1,0
Saxifraga oppositifolia,190822-05,A_alternate_light,22_12,3,12/04/2023,25,0,0,3,0,0,0,0,0,0
Saxifraga oppositifolia,190822-05,A_alternate_light,22_12,4,12/04/2023,25,0,0,6,1,0,0,0,2,1
Saxifraga oppositifolia,190822-05,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,0,3,0
Saxifraga oppositifolia,190822-05,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,0,4,0
Saxifraga oppositifolia,190822-05,B_alternate_dark,22_12,3,12/04/2023,25,,,,,,,0,2,0
Saxifraga oppositifolia,190822-05,B_alternate_dark,22_12,4,12/04/2023,25,,,,,,,0,2,0
Saxifraga oppositifolia,190822-05,C_alternate_WP,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,1,2
Saxifraga oppositifolia,190822-05,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,0,3
Saxifraga oppositifolia,190822-05,C_alternate_WP,22_12,3,12/04/2023,25,0,0,0,0,0,0,0,1,2
Saxifraga oppositifolia,190822-05,C_alternate_WP,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,2,2
Saxifraga oppositifolia,190822-05,D_constant_light,17,1,12/04/2023,25,0,0,19,3,0,0,0,0,0
Saxifraga oppositifolia,190822-05,D_constant_light,17,2,12/04/2023,25,0,0,15,5,0,0,0,1,0
Saxifraga oppositifolia,190822-05,D_constant_light,17,3,12/04/2023,25,0,0,8,4,0,0,0,1,0
