species;treatment;temp;petri;sow_date;initial;cold_strat;D7;D14;D21;D28;D35;D42;empty;fungus
Festuca glacialis;C_alternate_WP;22_12;3;11/04/2023;25;0;0;0;0;0;0;0;1;3
Festuca glacialis;C_alternate_WP;22_12;4;11/04/2023;25;0;0;0;0;0;0;0;1;16
Festuca glacialis;D_constant_light;17;1;11/04/2023;23;0;2;19;2;;;;0;0
Festuca glacialis;D_constant_light;17;2;11/04/2023;25;0;7;13;4;0;0;0;1;0
Festuca glacialis;D_constant_light;17;3;11/04/2023;25;0;6;18;1;;;;0;0
Festuca glacialis;D_constant_light;17;4;11/04/2023;25;0;3;18;1;1;1;0;0;0
Festuca rubra;A_alternate_light;22_12;1;13/04/2023;23;0;7;14;0;0;0;0;0;0
Festuca rubra;A_alternate_light;22_12;2;13/04/2023;23;0;12;9;0;0;0;0;0;0
Festuca rubra;B_alternate_dark;22_12;1;13/04/2023;25;;;;;;;22;2;0
Festuca rubra;B_alternate_dark;22_12;2;13/04/2023;25;;;;;;;20;4;0
Festuca rubra;C_alternate_WP;22_12;1;13/04/2023;24;0;0;0;0;0;0;0;0;0
Festuca rubra;C_alternate_WP;22_12;2;13/04/2023;25;0;0;0;0;0;0;0;0;2
Festuca rubra;D_constant_light;17;1;13/04/2023;24;0;22;1;0;0;0;0;0;0
Festuca rubra;D_constant_light;17;2;13/04/2023;21;0;19;1;0;0;0;0;0;0
Festuca summilusitana;A_alternate_light;22_12;1;11/04/2023;25;15;0;0;0;0;0;0;4;6
Festuca summilusitana;A_alternate_light;22_12;2;11/04/2023;23;10;0;0;0;0;0;0;4;5
Festuca summilusitana;A_alternate_light;22_12;3;11/04/2023;25;16;1;0;0;1;0;0;2;4
Festuca summilusitana;A_alternate_light;22_12;4;11/04/2023;24;14;1;0;0;0;1;0;4;2
Festuca summilusitana;B_alternate_dark;22_12;1;11/04/2023;25;;;;;;;13;5;3
Festuca summilusitana;B_alternate_dark;22_12;2;11/04/2023;25;;;;;;;9;8;0
Festuca summilusitana;B_alternate_dark;22_12;3;11/04/2023;25;;;;;;;9;10;0
Festuca summilusitana;B_alternate_dark;22_12;4;11/04/2023;25;;;;;;;10;9;0
Festuca summilusitana;C_alternate_WP;22_12;1;11/04/2023;23;9;0;0;0;0;0;0;4;5
Festuca summilusitana;C_alternate_WP;22_12;2;11/04/2023;24;8;0;0;0;0;0;0;4;4
Festuca summilusitana;C_alternate_WP;22_12;3;11/04/2023;25;13;0;0;1;0;0;0;4;3
Festuca summilusitana;C_alternate_WP;22_12;4;11/04/2023;24;12;0;0;0;0;0;0;3;5
Festuca summilusitana;D_constant_light;17;1;11/04/2023;24;16;0;1;0;0;1;0;4;2
Festuca summilusitana;D_constant_light;17;2;11/04/2023;24;15;0;0;0;0;0;0;4;4
Festuca summilusitana;D_constant_light;17;3;11/04/2023;25;11;0;0;2;0;0;0;5;2
Festuca summilusitana;D_constant_light;17;4;11/04/2023;25;18;0;1;0;0;0;0;2;2
Galium pyrenaicum;A_alternate_light;15_5;1;21/04/2023;25;0;0;0;0;0;0;0;3;1
Galium pyrenaicum;A_alternate_light;15_5;2;21/04/2023;25;0;0;0;0;0;0;0;1;0
Galium pyrenaicum;A_alternate_light;15_5;3;21/04/2023;25;0;0;0;0;0;0;0;1;1
Galium pyrenaicum;A_alternate_light;15_5;4;21/04/2023;25;0;0;0;0;0;0;0;0;1
Galium pyrenaicum;B_alternate_dark;15_5;1;21/04/2023;25;;;;;;;0;3;0
Galium pyrenaicum;B_alternate_dark;15_5;2;21/04/2023;25;;;;;;;0;4;0
Galium pyrenaicum;B_alternate_dark;15_5;3;21/04/2023;25;;;;;;;0;3;0
Galium pyrenaicum;B_alternate_dark;15_5;4;21/04/2023;25;;;;;;;0;2;3
Galium pyrenaicum;C_alternate_WP;15_5;1;21/04/2023;25;0;0;0;0;0;0;0;0;0
Galium pyrenaicum;C_alternate_WP;15_5;2;21/04/2023;25;0;0;0;0;0;0;0;2;0
Galium pyrenaicum;C_alternate_WP;15_5;3;21/04/2023;25;0;0;0;0;0;0;0;0;0
Galium pyrenaicum;C_alternate_WP;15_5;4;21/04/2023;25;0;0;0;0;0;0;0;2;0
Galium pyrenaicum;D_constant_light;10;1;21/04/2023;25;0;0;0;0;1;0;0;0;2
Galium pyrenaicum;D_constant_light;10;2;21/04/2023;25;0;0;0;0;0;0;0;0;0
Galium pyrenaicum;D_constant_light;10;3;21/04/2023;25;0;0;0;0;0;0;0;0;2
Galium pyrenaicum;D_constant_light;10;4;21/04/2023;25;0;0;1;0;0;0;0;1;0
Gentiana verna;A_alternate_light;15_5;1;11/04/2023;25;0;0;0;0;0;0;0;1;0
Gentiana verna;A_alternate_light;15_5;2;11/04/2023;25;0;0;0;0;0;0;0;1;0
Gentiana verna;A_alternate_light;15_5;3;11/04/2023;25;0;0;0;0;0;0;0;1;2
Gentiana verna;A_alternate_light;15_5;4;11/04/2023;25;0;0;0;0;0;0;0;0;2
Gentiana verna;B_alternate_dark;15_5;1;11/04/2023;25;;;;;;;0;2;1
Gentiana verna;B_alternate_dark;15_5;2;11/04/2023;25;;;;;;;0;2;0
Gentiana verna;B_alternate_dark;15_5;3;11/04/2023;25;;;;;;;0;2;0
Gentiana verna;B_alternate_dark;15_5;4;11/04/2023;25;;;;;;;0;3;0
Gentiana verna;C_alternate_WP;15_5;1;11/04/2023;25;0;0;0;0;0;0;0;2;0
Gentiana verna;C_alternate_WP;15_5;2;11/04/2023;25;0;0;0;0;0;0;0;1;0
Gentiana verna;C_alternate_WP;15_5;3;11/04/2023;25;0;0;0;0;0;0;0;0;3
Gentiana verna;C_alternate_WP;15_5;4;11/04/2023;25;0;0;0;0;0;0;0;3;2
Gentiana verna;D_constant_light;10;1;11/04/2023;25;0;0;0;0;0;0;0;2;0
Gentiana verna;D_constant_light;10;2;11/04/2023;25;0;0;0;0;0;0;0;2;2
Gentiana verna;D_constant_light;10;3;11/04/2023;25;0;0;0;0;0;0;0;1;7
Gentiana verna;D_constant_light;10;4;11/04/2023;25;0;0;0;0;0;0;0;1;0
Gentianella campestris;A_alternate_light;15_5;1;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;A_alternate_light;15_5;2;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;A_alternate_light;15_5;3;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;A_alternate_light;15_5;4;13/04/2023;24;0;0;0;0;0;0;0;0;0
Gentianella campestris;B_alternate_dark;15_5;1;13/04/2023;25;;;;;;;0;0;0
Gentianella campestris;B_alternate_dark;15_5;2;13/04/2023;25;;;;;;;0;0;0
Gentianella campestris;B_alternate_dark;15_5;3;13/04/2023;25;;;;;;;0;0;0
Gentianella campestris;B_alternate_dark;15_5;4;13/04/2023;25;;;;;;;0;0;0
Gentianella campestris;C_alternate_WP;15_5;1;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;C_alternate_WP;15_5;2;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;C_alternate_WP;15_5;3;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;C_alternate_WP;15_5;4;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;D_constant_light;10;1;13/04/2023;24;0;0;0;0;0;0;0;0;0
Gentianella campestris;D_constant_light;10;2;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;D_constant_light;10;3;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gentianella campestris;D_constant_light;10;4;13/04/2023;25;0;0;0;0;0;0;0;0;0
Gypsophila repens;A_alternate_light;22_12;1;11/04/2023;25;0;25;;;;;;0;0
Gypsophila repens;A_alternate_light;22_12;2;11/04/2023;25;0;23;2;;;;;0;0
Gypsophila repens;A_alternate_light;22_12;3;11/04/2023;25;0;24;1;;;;;0;0
Gypsophila repens;A_alternate_light;22_12;4;11/04/2023;25;0;25;;;;;;0;0
Gypsophila repens;B_alternate_dark;22_12;1;11/04/2023;25;;;;;;;25;0;0
Gypsophila repens;B_alternate_dark;22_12;2;11/04/2023;25;;;;;;;25;0;0
Gypsophila repens;B_alternate_dark;22_12;3;11/04/2023;25;;;;;;;25;0;0
Gypsophila repens;B_alternate_dark;22_12;4;11/04/2023;25;;;;;;;25;0;0
Gypsophila repens;C_alternate_WP;22_12;1;11/04/2023;25;0;0;2;0;0;0;0;0;0
Gypsophila repens;C_alternate_WP;22_12;2;11/04/2023;25;0;0;1;1;0;0;0;0;0
Gypsophila repens;C_alternate_WP;22_12;3;11/04/2023;25;0;0;1;3;0;0;0;0;0
Gypsophila repens;C_alternate_WP;22_12;4;11/04/2023;25;0;0;1;1;0;0;0;0;0
Gypsophila repens;D_constant_light;17;1;11/04/2023;25;0;24;1;;;;;0;0
Gypsophila repens;D_constant_light;17;2;11/04/2023;25;1;22;0;0;0;1;0;0;0
Gypsophila repens;D_constant_light;17;3;11/04/2023;25;0;24;0;0;0;0;0;0;0
Gypsophila repens;D_constant_light;17;4;11/04/2023;25;0;23;2;;;;;0;0
Helianthemum canum;A_alternate_light;15_5;1;12/04/2023;25;15;6;0;0;0;0;0;0;0
Helianthemum canum;A_alternate_light;15_5;2;12/04/2023;25;16;2;0;0;0;0;0;2;1
Helianthemum canum;A_alternate_light;15_5;3;12/04/2023;25;18;0;0;0;0;1;0;0;0
Helianthemum canum;A_alternate_light;15_5;4;12/04/2023;25;15;3;0;0;0;0;0;0;0
Helianthemum canum;B_alternate_dark;15_5;1;12/04/2023;25;;;;;;;20;1;0
Helianthemum canum;B_alternate_dark;15_5;2;12/04/2023;25;;;;;;;21;1;0
Helianthemum canum;B_alternate_dark;15_5;3;12/04/2023;25;;;;;;;19;2;0
Helianthemum canum;B_alternate_dark;15_5;4;12/04/2023;25;;;;;;;21;0;0
Helianthemum canum;C_alternate_WP;15_5;1;12/04/2023;25;14;1;0;0;0;0;0;2;2
Helianthemum canum;C_alternate_WP;15_5;2;12/04/2023;25;9;3;0;0;0;0;0;1;0
Helianthemum canum;C_alternate_WP;15_5;3;12/04/2023;25;8;6;1;0;0;0;0;1;4
Helianthemum canum;C_alternate_WP;15_5;4;12/04/2023;25;14;1;1;0;0;0;0;2;1
Helianthemum canum;D_constant_light;10;1;12/04/2023;25;13;8;0;0;0;0;0;1;1
Helianthemum canum;D_constant_light;10;2;12/04/2023;25;17;5;0;0;0;0;0;0;0
Helianthemum canum;D_constant_light;10;3;12/04/2023;25;16;7;0;0;0;0;0;1;0
Helianthemum canum;D_constant_light;10;4;12/04/2023;25;15;6;0;0;0;0;0;0;0
Helianthemum urrielense;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;10;3
Helianthemum urrielense;A_alternate_light;22_12;2;12/04/2023;25;2;0;0;0;0;0;0;5;11
Helianthemum urrielense;A_alternate_light;22_12;3;12/04/2023;25;1;0;0;0;0;0;0;6;2
Helianthemum urrielense;A_alternate_light;22_12;4;12/04/2023;25;2;1;0;0;0;0;0;10;0
Helianthemum urrielense;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;4;4
Helianthemum urrielense;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;3;1;0
Helianthemum urrielense;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;3;3;2
Helianthemum urrielense;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;1;4;1
Helianthemum urrielense;C_alternate_WP;22_12;1;12/04/2023;24;1;0;0;0;0;0;0;4;3
Helianthemum urrielense;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;10;6
Helianthemum urrielense;C_alternate_WP;22_12;3;12/04/2023;25;1;0;0;0;0;0;0;8;0
Helianthemum urrielense;C_alternate_WP;22_12;4;12/04/2023;24;1;0;0;0;0;0;0;7;0
Helianthemum urrielense;D_constant_light;17;1;12/04/2023;25;0;0;0;0;0;0;0;5;5
Helianthemum urrielense;D_constant_light;17;2;12/04/2023;25;0;0;0;0;0;0;0;10;2
Helianthemum urrielense;D_constant_light;17;3;12/04/2023;25;1;0;0;0;0;0;0;4;4
Helianthemum urrielense;D_constant_light;17;4;12/04/2023;25;0;0;0;0;0;0;0;5;8
Helictochloa marginata;A_alternate_light;22_12;1;13/04/2023;20;6;0;0;1;1;0;0;9;1
Helictochloa marginata;A_alternate_light;22_12;2;13/04/2023;20;2;0;0;0;0;0;0;3;1
Helictochloa marginata;A_alternate_light;22_12;3;13/04/2023;20;6;0;0;1;0;0;0;6;0
Helictochloa marginata;A_alternate_light;22_12;4;13/04/2023;20;7;0;0;0;0;0;0;13;0
Helictochloa marginata;B_alternate_dark;22_12;1;13/04/2023;20;;;;;;;6;6;0
Helictochloa marginata;B_alternate_dark;22_12;2;13/04/2023;20;;;;;;;7;10;0
Helictochloa marginata;B_alternate_dark;22_12;3;13/04/2023;20;;;;;;;8;5;1
Helictochloa marginata;B_alternate_dark;22_12;4;13/04/2023;20;;;;;;;8;5;2
Helictochloa marginata;C_alternate_WP;22_12;1;13/04/2023;20;7;0;0;0;0;0;0;9;0
Helictochloa marginata;C_alternate_WP;22_12;2;13/04/2023;18;7;0;0;0;0;0;0;9;4
Helictochloa marginata;C_alternate_WP;22_12;3;13/04/2023;19;8;0;0;0;0;0;0;10;2
Helictochloa marginata;C_alternate_WP;22_12;4;13/04/2023;20;3;0;0;0;0;0;0;8;5
Helictochloa marginata;D_constant_light;17;1;13/04/2023;20;12;0;0;0;0;0;0;4;2
Helictochloa marginata;D_constant_light;17;2;13/04/2023;18;7;0;0;0;0;0;0;5;3
Helictochloa marginata;D_constant_light;17;3;13/04/2023;20;8;0;0;0;0;0;0;6;1
Helictochloa marginata;D_constant_light;17;4;13/04/2023;20;3;0;0;0;0;0;0;9;2
Jasione cavanillesii;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;A_alternate_light;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;A_alternate_light;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;0;0
Jasione cavanillesii;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;0;1
Jasione cavanillesii;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;2;0;0
Jasione cavanillesii;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;0;0;1
Jasione cavanillesii;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;0;1
Jasione cavanillesii;C_alternate_WP;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;D_constant_light;17;1;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;D_constant_light;17;2;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione cavanillesii;D_constant_light;17;3;12/04/2023;25;0;0;1;0;0;0;0;0;2
Jasione cavanillesii;D_constant_light;17;4;12/04/2023;25;0;0;0;0;0;0;0;0;0
Jasione laevis;A_alternate_light;15_5;1;13/04/2023;25;0;6;2;1;0;0;0;4;2
Jasione laevis;A_alternate_light;15_5;2;13/04/2023;25;0;4;4;1;0;0;0;4;3
Jasione laevis;A_alternate_light;15_5;3;13/04/2023;25;0;1;5;0;0;0;0;7;0
Jasione laevis;A_alternate_light;15_5;4;13/04/2023;25;0;1;4;0;0;0;0;6;2
Jasione laevis;B_alternate_dark;15_5;1;13/04/2023;25;;;;;;;4;7;0
Jasione laevis;B_alternate_dark;15_5;2;13/04/2023;25;;;;;;;3;9;0
Jasione laevis;B_alternate_dark;15_5;3;13/04/2023;25;;;;;;;6;3;3
Jasione laevis;B_alternate_dark;15_5;4;13/04/2023;25;;;;;;;8;2;0
Jasione laevis;C_alternate_WP;15_5;1;13/04/2023;25;0;0;0;2;0;0;0;12;0
Jasione laevis;C_alternate_WP;15_5;2;13/04/2023;25;0;1;0;0;1;0;0;9;1
Jasione laevis;C_alternate_WP;15_5;3;13/04/2023;25;0;0;1;0;1;0;1;10;1
Jasione laevis;C_alternate_WP;15_5;4;13/04/2023;25;0;1;2;0;0;0;0;10;0
Jasione laevis;D_constant_light;10;1;13/04/2023;25;0;0;5;2;0;0;0;10;0
Jasione laevis;D_constant_light;10;2;13/04/2023;25;0;1;1;1;0;0;0;7;0
Jasione laevis;D_constant_light;10;3;13/04/2023;25;0;3;2;0;0;0;0;10;2
Jasione laevis;D_constant_light;10;4;13/04/2023;25;0;0;2;3;0;0;0;6;3
Jurinea humilis;A_alternate_light;15_5;1;10/04/2023;25;17;0;1;0;0;0;0;2;1
Jurinea humilis;A_alternate_light;15_5;2;10/04/2023;25;13;2;0;0;0;0;0;5;3
Jurinea humilis;B_alternate_dark;15_5;1;10/04/2023;25;;;;;;;24;0;0
Jurinea humilis;B_alternate_dark;15_5;2;10/04/2023;25;;;;;;;20;2;3
Jurinea humilis;C_alternate_WP;15_5;1;10/04/2023;25;20;1;1;0;0;0;0;0;0
Jurinea humilis;C_alternate_WP;15_5;2;10/04/2023;25;18;0;0;0;0;0;0;2;2
Jurinea humilis;D_constant_light;10;1;10/04/2023;25;16;5;0;0;0;0;0;2;2
Jurinea humilis;D_constant_light;10;2;10/04/2023;25;18;2;0;0;0;0;0;0;5
Kobresia myosuroides;A_alternate_light;22_12;1;11/04/2023;25;0;0;0;0;0;0;0;1;0
Kobresia myosuroides;A_alternate_light;22_12;2;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;A_alternate_light;22_12;3;11/04/2023;25;0;0;0;0;0;0;0;1;0
Kobresia myosuroides;A_alternate_light;22_12;4;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;B_alternate_dark;22_12;1;11/04/2023;25;;;;;;;0;0;0
Kobresia myosuroides;B_alternate_dark;22_12;2;11/04/2023;25;;;;;;;0;0;0
Kobresia myosuroides;B_alternate_dark;22_12;3;11/04/2023;25;;;;;;;0;1;0
Kobresia myosuroides;B_alternate_dark;22_12;4;11/04/2023;25;;;;;;;0;0;0
Kobresia myosuroides;C_alternate_WP;22_12;1;11/04/2023;25;0;0;0;0;0;0;0;1;0
Kobresia myosuroides;C_alternate_WP;22_12;2;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;C_alternate_WP;22_12;3;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;C_alternate_WP;22_12;4;11/04/2023;25;0;0;0;0;0;0;0;2;0
Kobresia myosuroides;D_constant_light;17;1;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;D_constant_light;17;2;11/04/2023;25;0;0;0;0;0;0;0;2;0
Kobresia myosuroides;D_constant_light;17;3;11/04/2023;25;0;0;0;0;0;0;0;0;0
Kobresia myosuroides;D_constant_light;17;4;11/04/2023;25;0;0;0;0;0;0;0;1;0
Koeleria vallesiana;A_alternate_light;22_12;1;11/04/2023;23;10;6;2;1;2;0;0;1;0
Koeleria vallesiana;A_alternate_light;22_12;2;11/04/2023;25;16;2;4;0;0;1;0;0;0
Koeleria vallesiana;A_alternate_light;22_12;3;11/04/2023;25;18;4;0;0;0;1;0;0;0
Koeleria vallesiana;A_alternate_light;22_12;4;11/04/2023;25;16;3;1;0;0;2;1;0;0
Koeleria vallesiana;B_alternate_dark;22_12;1;11/04/2023;25;;;;;;;24;0;0
Koeleria vallesiana;B_alternate_dark;22_12;2;11/04/2023;25;;;;;;;23;1;0
Koeleria vallesiana;B_alternate_dark;22_12;3;11/04/2023;25;;;;;;;21;3;0
Koeleria vallesiana;B_alternate_dark;22_12;4;11/04/2023;25;;;;;;;23;0;0
Koeleria vallesiana;C_alternate_WP;22_12;1;11/04/2023;21;13;1;0;0;0;0;0;0;2
Koeleria vallesiana;C_alternate_WP;22_12;2;11/04/2023;25;10;0;0;0;0;0;0;3;0
Koeleria vallesiana;C_alternate_WP;22_12;3;11/04/2023;25;12;0;2;0;0;0;0;3;0
Koeleria vallesiana;C_alternate_WP;22_12;4;11/04/2023;23;9;0;0;1;0;0;0;4;0
Koeleria vallesiana;D_constant_light;17;1;11/04/2023;25;13;7;2;0;0;0;0;1;1
