species;treatment;temp;petri;sow_date;initial;cold_strat;D7;D14;D21;D28;D35;D42;empty;fungus
Saxifraga oppositifolia;D_constant_light;17;4;12/04/2023;25;0;0;13;2;0;0;0;1;0
Saxifraga paniculata;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;10;0
Saxifraga paniculata;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;8;0
Saxifraga paniculata;A_alternate_light;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;4;0
Saxifraga paniculata;A_alternate_light;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;6;0
Saxifraga paniculata;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;8;1
Saxifraga paniculata;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;8;0
Saxifraga paniculata;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;0;4;0
Saxifraga paniculata;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;0;7;0
Saxifraga paniculata;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;12;0
Saxifraga paniculata;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;10;1
Saxifraga paniculata;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;7;0
Saxifraga paniculata;C_alternate_WP;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;8;0
Saxifraga paniculata;D_constant_light;17;1;12/04/2023;25;0;0;0;0;0;0;0;4;0
Saxifraga paniculata;D_constant_light;17;2;12/04/2023;25;0;0;0;1;0;0;0;3;0
Saxifraga paniculata;D_constant_light;17;3;12/04/2023;25;0;0;0;0;0;1;0;8;0
Saxifraga paniculata;D_constant_light;17;4;12/04/2023;25;0;0;1;1;0;0;0;5;0
Scilla verna;A_alternate_light;22_12;1;13/04/2023;25;0;0;0;0;0;0;0;0;0
Scilla verna;A_alternate_light;22_12;2;13/04/2023;25;0;0;0;0;0;0;0;0;8
Scilla verna;B_alternate_dark;22_12;1;13/04/2023;25;;;;;;;0;0;0
Scilla verna;B_alternate_dark;22_12;2;13/04/2023;25;;;;;;;1;0;0
Scilla verna;C_alternate_WP;22_12;1;13/04/2023;24;0;0;0;0;0;0;0;0;0
Scilla verna;C_alternate_WP;22_12;2;13/04/2023;25;0;0;0;0;0;0;0;0;0
Scilla verna;D_constant_light;17;1;13/04/2023;20;0;0;1;0;0;0;0;1;0
Scilla verna;D_constant_light;17;2;13/04/2023;25;0;0;0;0;0;0;0;0;0
Sedum album;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;1;5
Sedum album;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;9
Sedum album;A_alternate_light;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;0;6
Sedum album;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;0;3
Sedum album;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;2;0
Sedum album;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;0;1;0
Sedum album;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;3;4
Sedum album;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;1;9
Sedum album;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;0;10
Sedum album;D_constant_light;17;1;12/04/2023;25;0;0;0;0;0;0;0;2;3
Sedum album;D_constant_light;17;2;12/04/2023;25;0;0;0;0;0;0;0;3;0
Sedum album;D_constant_light;17;3;12/04/2023;25;0;0;0;0;0;0;0;1;1
Sedum anglicum;A_alternate_light;22_12;1;12/04/2023;25;0;15;1;1;0;0;0;2;0
Sedum anglicum;A_alternate_light;22_12;2;12/04/2023;25;0;16;2;0;0;0;0;1;2
Sedum anglicum;A_alternate_light;22_12;3;12/04/2023;25;0;16;0;0;0;0;0;1;0
Sedum anglicum;A_alternate_light;22_12;4;12/04/2023;25;0;13;0;0;0;0;0;3;0
Sedum anglicum;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;2;1;4
Sedum anglicum;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;4;3;0
Sedum anglicum;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;2;4;1
Sedum anglicum;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;7;1;0
Sedum anglicum;C_alternate_WP;22_12;1;12/04/2023;25;0;4;0;0;0;0;0;4;0
Sedum anglicum;C_alternate_WP;22_12;2;12/04/2023;24;0;5;0;0;0;0;0;3;0
Sedum anglicum;C_alternate_WP;22_12;3;12/04/2023;25;0;2;0;0;0;0;0;2;0
Sedum anglicum;C_alternate_WP;22_12;4;12/04/2023;25;0;0;1;0;0;0;0;3;0
Sedum anglicum;D_constant_light;17;1;12/04/2023;25;0;17;0;0;0;1;0;0;0
Sedum anglicum;D_constant_light;17;2;12/04/2023;25;0;18;0;0;0;0;0;2;0
Sedum anglicum;D_constant_light;17;3;12/04/2023;25;0;17;2;1;0;0;0;1;0
Sedum anglicum;D_constant_light;17;4;12/04/2023;25;0;15;1;0;0;0;0;2;2
Sedum atratum;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;0;7
Sedum atratum;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;2
Sedum atratum;A_alternate_light;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;1;4
Sedum atratum;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;2;0
Sedum atratum;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;2;0
Sedum atratum;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;0;0;3
Sedum atratum;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;1;1
Sedum atratum;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;1
Sedum atratum;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;1;4
Sedum atratum;D_constant_light;17;1;12/04/2023;24;0;0;0;0;0;0;0;2;5
Sedum atratum;D_constant_light;17;2;12/04/2023;23;0;0;0;0;0;0;0;3;2
Sedum atratum;D_constant_light;17;3;12/04/2023;25;0;0;0;0;0;0;0;2;2
Sedum brevifolium;A_alternate_light;15_5;1;12/04/2023;25;0;0;4;1;0;0;1;3;0
Sedum brevifolium;A_alternate_light;15_5;2;12/04/2023;25;0;0;5;0;0;0;0;2;5
Sedum brevifolium;A_alternate_light;15_5;3;12/04/2023;24;0;0;8;1;0;0;0;4;0
Sedum brevifolium;A_alternate_light;15_5;4;12/04/2023;25;0;0;6;1;0;0;0;3;1
Sedum brevifolium;B_alternate_dark;15_5;1;12/04/2023;25;;;;;;;1;2;1
Sedum brevifolium;B_alternate_dark;15_5;2;12/04/2023;25;;;;;;;1;5;2
Sedum brevifolium;B_alternate_dark;15_5;3;12/04/2023;25;;;;;;;3;4;0
Sedum brevifolium;B_alternate_dark;15_5;4;12/04/2023;25;;;;;;;7;6;0
Sedum brevifolium;C_alternate_WP;15_5;1;12/04/2023;25;0;0;0;0;0;0;0;3;0
Sedum brevifolium;C_alternate_WP;15_5;2;12/04/2023;25;0;0;0;0;0;0;0;2;6
Sedum brevifolium;C_alternate_WP;15_5;3;12/04/2023;25;0;0;0;0;0;0;0;4;0
Sedum brevifolium;C_alternate_WP;15_5;4;12/04/2023;25;0;0;0;0;0;0;0;1;2
Sedum brevifolium;D_constant_light;10;1;12/04/2023;25;0;0;3;2;2;0;0;3;0
Sedum brevifolium;D_constant_light;10;2;12/04/2023;25;0;0;3;2;0;0;0;2;1
Sedum brevifolium;D_constant_light;10;3;12/04/2023;25;0;0;5;1;0;1;0;3;1
Sedum brevifolium;D_constant_light;10;4;12/04/2023;25;0;0;9;4;2;1;0;3;0
Sempervivum arachnoideum;A_alternate_light;22_12;1;12/04/2023;25;1;1;0;0;0;0;0;3;0
Sempervivum arachnoideum;A_alternate_light;22_12;2;12/04/2023;25;0;2;0;0;0;0;0;5;1
Sempervivum arachnoideum;A_alternate_light;22_12;3;12/04/2023;25;0;2;0;0;0;0;0;7;0
Sempervivum arachnoideum;A_alternate_light;22_12;4;12/04/2023;25;0;3;0;0;0;0;0;5;3
Sempervivum arachnoideum;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;7;0
Sempervivum arachnoideum;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;5;0
Sempervivum arachnoideum;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;0;3;0
Sempervivum arachnoideum;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;1;6;0
Sempervivum arachnoideum;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;8;1
Sempervivum arachnoideum;C_alternate_WP;22_12;2;12/04/2023;25;0;0;2;0;0;0;0;12;0
Sempervivum arachnoideum;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;8;4
Sempervivum arachnoideum;C_alternate_WP;22_12;4;12/04/2023;25;0;0;1;0;0;0;0;9;0
Sempervivum arachnoideum;D_constant_light;17;1;12/04/2023;25;0;6;0;0;0;0;0;5;4
Sempervivum arachnoideum;D_constant_light;17;2;12/04/2023;25;0;5;0;0;0;0;0;6;0
Sempervivum arachnoideum;D_constant_light;17;3;12/04/2023;25;0;5;0;0;0;0;0;7;0
Sempervivum arachnoideum;D_constant_light;17;4;12/04/2023;23;0;5;0;0;0;0;0;7;2
Sempervivum vicentei;A_alternate_light;22_12;1;21/04/2023;25;0;16;0;0;0;0;0;1;1
Sempervivum vicentei;A_alternate_light;22_12;2;21/04/2023;24;0;12;0;0;0;0;0;1;1
Sempervivum vicentei;B_alternate_dark;22_12;1;21/04/2023;25;;;;;;;0;0;2
Sempervivum vicentei;B_alternate_dark;22_12;2;21/04/2023;25;;;;;;;1;0;4
Sempervivum vicentei;C_alternate_WP;22_12;1;21/04/2023;25;0;3;9;0;0;0;1;2;0
Sempervivum vicentei;C_alternate_WP;22_12;2;21/04/2023;25;0;4;5;0;0;0;0;0;4
Sempervivum vicentei;D_constant_light;17;1;21/04/2023;25;0;12;1;0;0;0;0;0;5
Sempervivum vicentei;D_constant_light;17;2;21/04/2023;25;0;5;0;0;0;0;0;1;0
Silene acaulis;A_alternate_light;22_12;1;13/04/2023;25;0;19;1;0;0;0;0;0;0
Silene acaulis;A_alternate_light;22_12;2;13/04/2023;25;1;15;4;0;0;0;0;1;0
Silene acaulis;A_alternate_light;22_12;3;13/04/2023;25;3;15;1;1;0;0;0;2;0
Silene acaulis;A_alternate_light;22_12;4;13/04/2023;24;1;18;0;0;0;0;0;3;2
Silene acaulis;B_alternate_dark;22_12;1;13/04/2023;25;;;;;;;24;0;0
Silene acaulis;B_alternate_dark;22_12;2;13/04/2023;25;;;;;;;15;1;1
Silene acaulis;B_alternate_dark;22_12;3;13/04/2023;25;;;;;;;19;1;0
Silene acaulis;B_alternate_dark;22_12;4;13/04/2023;25;;;;;;;19;0;4
Silene acaulis;C_alternate_WP;22_12;1;13/04/2023;25;2;0;0;0;0;0;1;1;2
Silene acaulis;C_alternate_WP;22_12;2;13/04/2023;25;4;1;0;0;0;0;0;2;0
Silene acaulis;C_alternate_WP;22_12;3;13/04/2023;25;0;0;0;0;0;0;0;1;0
Silene acaulis;C_alternate_WP;22_12;4;13/04/2023;25;0;0;0;0;0;0;0;3;0
Silene acaulis;D_constant_light;17;1;13/04/2023;25;0;17;0;0;0;0;0;0;2
Silene acaulis;D_constant_light;17;2;13/04/2023;25;0;23;0;0;0;0;0;0;0
Silene acaulis;D_constant_light;17;3;13/04/2023;24;1;21;0;0;0;0;0;2;0
Silene acaulis;D_constant_light;17;4;13/04/2023;25;2;15;1;0;0;0;0;2;0
Silene ciliata;A_alternate_light;15_5;1;11/04/2023;25;0;14;6;0;0;0;0;1;0
Silene ciliata;A_alternate_light;15_5;2;11/04/2023;25;0;19;3;1;0;0;0;1;1
Silene ciliata;A_alternate_light;15_5;3;11/04/2023;25;0;17;3;0;0;0;0;1;2
Silene ciliata;A_alternate_light;15_5;4;11/04/2023;25;0;16;8;0;0;0;0;0;0
Silene ciliata;B_alternate_dark;15_5;1;11/04/2023;25;;;;;;;22;2;0
Silene ciliata;B_alternate_dark;15_5;2;11/04/2023;25;;;;;;;21;2;2
Silene ciliata;B_alternate_dark;15_5;3;11/04/2023;25;;;;;;;23;0;0
Silene ciliata;B_alternate_dark;15_5;4;11/04/2023;25;;;;;;;23;1;0
Silene ciliata;C_alternate_WP;15_5;1;11/04/2023;25;0;1;6;2;0;0;0;0;1
Silene ciliata;C_alternate_WP;15_5;2;11/04/2023;25;0;0;1;2;0;0;0;1;1
Silene ciliata;C_alternate_WP;15_5;3;11/04/2023;25;1;3;3;0;1;1;0;0;0
Silene ciliata;C_alternate_WP;15_5;4;11/04/2023;24;1;0;4;3;0;0;0;2;0
Silene ciliata;D_constant_light;10;1;11/04/2023;25;1;13;9;0;0;0;0;1;0
Silene ciliata;D_constant_light;10;2;11/04/2023;25;0;15;4;1;0;0;0;2;1
Silene ciliata;D_constant_light;10;3;11/04/2023;25;0;14;5;1;0;0;0;1;0
Silene ciliata;D_constant_light;10;4;11/04/2023;25;1;14;5;1;0;0;0;1;1
Solidago virgaurea;A_alternate_light;15_5;1;12/04/2023;25;0;0;0;0;0;0;0;0;18
Solidago virgaurea;A_alternate_light;15_5;2;12/04/2023;25;0;0;0;0;0;0;0;2;4
Solidago virgaurea;A_alternate_light;15_5;3;12/04/2023;25;0;0;0;0;0;0;0;1;8
Solidago virgaurea;A_alternate_light;15_5;4;12/04/2023;24;0;0;0;0;0;0;0;1;6
Solidago virgaurea;B_alternate_dark;15_5;1;12/04/2023;25;;;;;;;0;0;0
Solidago virgaurea;B_alternate_dark;15_5;2;12/04/2023;25;;;;;;;0;1;2
Solidago virgaurea;B_alternate_dark;15_5;3;12/04/2023;25;;;;;;;0;3;0
Solidago virgaurea;B_alternate_dark;15_5;4;12/04/2023;25;;;;;;;0;0;1
Solidago virgaurea;C_alternate_WP;15_5;1;12/04/2023;25;0;0;0;0;0;0;0;7;2
Solidago virgaurea;C_alternate_WP;15_5;2;12/04/2023;25;0;0;0;0;0;0;0;4;13
Solidago virgaurea;C_alternate_WP;15_5;3;12/04/2023;25;0;0;0;0;0;0;0;1;20
Solidago virgaurea;C_alternate_WP;15_5;4;12/04/2023;16;0;0;0;0;0;0;0;0;16
Solidago virgaurea;D_constant_light;10;1;12/04/2023;22;1;0;0;0;0;0;0;2;5
Solidago virgaurea;D_constant_light;10;2;12/04/2023;25;0;0;0;0;0;0;0;3;5
Solidago virgaurea;D_constant_light;10;3;12/04/2023;25;1;0;0;0;0;0;0;3;2
Solidago virgaurea;D_constant_light;10;4;12/04/2023;25;0;0;0;0;0;0;0;3;8
Spergula morisonii;A_alternate_light;22_12;1;12/04/2023;25;0;0;0;0;0;1;0;0;0
Spergula morisonii;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;1
Spergula morisonii;A_alternate_light;22_12;3;12/04/2023;25;0;0;0;0;1;0;0;0;0
Spergula morisonii;A_alternate_light;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;1;0
Spergula morisonii;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;0;0;0
Spergula morisonii;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;0;1;0
Spergula morisonii;B_alternate_dark;22_12;3;12/04/2023;25;;;;;;;0;1;1
Spergula morisonii;B_alternate_dark;22_12;4;12/04/2023;25;;;;;;;0;2;1
Spergula morisonii;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;0;0
Spergula morisonii;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;0;0
Spergula morisonii;C_alternate_WP;22_12;3;12/04/2023;25;0;0;0;0;0;0;0;0;2
Spergula morisonii;C_alternate_WP;22_12;4;12/04/2023;25;0;0;0;0;0;0;0;0;0
Spergula morisonii;D_constant_light;17;1;12/04/2023;25;0;0;0;0;0;0;0;0;1
Spergula morisonii;D_constant_light;17;2;12/04/2023;25;0;1;0;0;0;0;0;1;0
Spergula morisonii;D_constant_light;17;3;12/04/2023;25;0;1;0;0;2;0;0;0;0
Spergula morisonii;D_constant_light;17;4;12/04/2023;25;0;3;0;0;0;0;0;0;0
Teesdalia conferta;A_alternate_light;22_12;1;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;A_alternate_light;22_12;2;13/04/2023;24;24;;;;;;;0;0
Teesdalia conferta;A_alternate_light;22_12;3;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;A_alternate_light;22_12;4;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;B_alternate_dark;22_12;1;13/04/2023;25;;;;;;;24;0;1
Teesdalia conferta;B_alternate_dark;22_12;2;13/04/2023;25;;;;;;;24;0;1
Teesdalia conferta;B_alternate_dark;22_12;3;13/04/2023;25;;;;;;;25;0;0
Teesdalia conferta;B_alternate_dark;22_12;4;13/04/2023;25;;;;;;;25;0;0
Teesdalia conferta;C_alternate_WP;22_12;1;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;C_alternate_WP;22_12;2;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;C_alternate_WP;22_12;3;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;C_alternate_WP;22_12;4;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;D_constant_light;17;1;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;D_constant_light;17;2;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;D_constant_light;17;3;13/04/2023;25;25;;;;;;;0;0
Teesdalia conferta;D_constant_light;17;4;13/04/2023;25;25;;;;;;;0;0
Thymus praecox;A_alternate_light;22_12;1;12/04/2023;25;0;9;0;0;0;0;0;3;3
Thymus praecox;A_alternate_light;22_12;2;12/04/2023;25;0;6;1;0;0;0;0;7;0
Thymus praecox;A_alternate_light;22_12;1;12/04/2023;25;0;5;0;0;0;0;0;10;0
Thymus praecox;A_alternate_light;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;9;0
Thymus praecox;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;5;2;0
Thymus praecox;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;15;0;1
Thymus praecox;B_alternate_dark;22_12;1;12/04/2023;25;;;;;;;4;4;0
Thymus praecox;B_alternate_dark;22_12;2;12/04/2023;25;;;;;;;8;2;2
Thymus praecox;C_alternate_WP;22_12;1;12/04/2023;25;0;1;1;0;1;0;0;4;0
Thymus praecox;C_alternate_WP;22_12;2;12/04/2023;25;0;3;0;0;0;0;0;5;0
Thymus praecox;C_alternate_WP;22_12;1;12/04/2023;25;0;0;0;0;0;0;0;13;0
Thymus praecox;C_alternate_WP;22_12;2;12/04/2023;25;0;0;0;0;0;0;0;12;0
Thymus praecox;D_constant_light;17;1;12/04/2023;25;0;10;2;0;0;0;0;1;3
Thymus praecox;D_constant_light;17;2;12/04/2023;25;0;11;0;0;1;0;0;4;0
Thymus praecox;D_constant_light;17;1;12/04/2023;25;0;9;0;0;0;0;0;2;0
Thymus praecox;D_constant_light;17;2;12/04/2023;25;0;6;2;0;0;0;0;7;0
Veronica nummularia;A_alternate_light;22_12;1;11/04/2023;25;1;0;0;0;0;0;0;0;0
Veronica nummularia;A_alternate_light;22_12;2;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;A_alternate_light;22_12;3;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;A_alternate_light;22_12;4;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;B_alternate_dark;22_12;1;11/04/2023;25;;;;;;;1;0;0
Veronica nummularia;B_alternate_dark;22_12;2;11/04/2023;25;;;;;;;0;0;0
Veronica nummularia;B_alternate_dark;22_12;3;11/04/2023;25;;;;;;;0;0;0
Veronica nummularia;B_alternate_dark;22_12;4;11/04/2023;25;;;;;;;0;0;0
Veronica nummularia;C_alternate_WP;22_12;1;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;C_alternate_WP;22_12;2;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;C_alternate_WP;22_12;3;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;C_alternate_WP;22_12;4;11/04/2023;25;0;0;0;0;0;0;0;0;0
Veronica nummularia;D_constant_light;17;1;11/04/2023;25;0;0;0;0;0;0;0;1;0
Veronica nummularia;D_constant_light;17;2;11/04/2023;25;0;0;0;0;0;0;0;1;0
Veronica nummularia;D_constant_light;17;3;11/04/2023;25;0;0;0;0;0;0;0;2;0
Veronica nummularia;D_constant_light;17;4;11/04/2023;25;0;0;0;0;0;0;0;0;0
